,X,Y,OBJECTID,NrRNAL,Denominacao,DataRegisto,DataAberturaPublico,Modalidade,NrUtentes,Email,Endereco,CodigoPostal,Freguesia,Concelho,Distrito,lat,lon
86916,-8.64972995958209,41.1482799814458,161077749,125877,Suggestive Nature I,2022-04-21,2022-04-08,Apartamento,5,jostmelo@hotmail.com,Travessa Travessa Senhor Boa Morte 27 R/C/1º,4150-688,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.148307,-8.649757
86919,-8.6047300367087,41.1523200173384,161077752,125893,Santa Catarina Portrait Apartments,2022-04-21,2022-04-14,Apartamento,2,jose.reina@oportocollection.com,Rua Rua Santa Catarina 706 4º Fracção P,4000-446,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.152317,-8.604733
86921,-8.6047300367087,41.1523200173384,161077754,125895,Santa Catarina Portrait Apartments,2022-04-21,2022-04-14,Apartamento,2,jose.reina@oportocollection.com,Rua Rua Santa Catarina 706 1º Fracção D,4000-446,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.152317,-8.604733
86929,-8.60710834798297,41.1464297203631,161077762,125942,Pleasant Santa Catarina Studio,2022-04-22,2022-04-21,Apartamento,2,infodixos@gmail.com,Rua Rua Santa Catarina 30 1 traseiras,4000-449,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146526,-8.606906
86943,-8.61481002891857,41.1504299812609,161077776,126008,SM_Silveira29,2022-04-23,2022-04-15,Apartamento,4,priscilla.menezes@qualquerdestino.com,Rua Rua General Silveira 29 1º Frente,4050-588,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150441,-8.614799
86944,-8.62101003841448,41.1442699948458,161077777,126009,Monte Judeus 2D,2022-04-23,2022-05-31,Apartamento,4,claudia.barbosa@lovelystay.com,Rua Rua Monte dos Judeus 26 2º D,4050-410,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.1443,-8.620942
86947,-8.61856998323577,41.1562300066418,161077780,126012,The look 1,2022-04-23,2022-04-10,Apartamento,2,isabelcorreiadecastro@gmail.com,Rua Rua Boavista 446 1.º frt,4050-102,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.156301,-8.61858
86950,-8.61377000260173,41.1418099896941,161077783,126027,River 4R,2022-04-23,2022-04-09,Apartamento,2,marlene.nunes@guestready.com,Rua Rua São João 61B 4 D,4050-551,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.141808,-8.613769
86960,-8.60324995987018,41.1490600010303,161077793,126076,Gold Leaf 2F,2022-04-26,2022-04-10,Apartamento,2,marlene.nunes@guestready.com,Rua Rua Doutor Alves da Veiga 103 2 D,4000-071,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.149003,-8.603174
86973,-8.61637995884507,41.1434400190726,161077806,126142,PipaD'Oro 32 2TR,2022-04-27,2022-04-08,Apartamento,4,miguel.matos@yoursporto.com,Rua Rua São Miguel 32 2 TR,4050-559,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143435,-8.61636
86974,-8.6187500271783,41.1512499828442,161077807,126143,URBAN GARDEN,2022-04-27,2022-04-30,Apartamento,4,fneves@mundosperdidos.com,Rua Rua Breiner 97 R/CH TRASEIRAS,4050-126,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.151257,-8.618744
86980,-8.60909247491733,41.1504441637048,161077813,126175,Liiiving in Porto | Bonjardim 389 2ºT,2022-04-28,2022-04-08,Apartamento,4,afonso.salcedo@liiiving.com,Rua Rua Bonjardim 389 2º Traseiras,4000-125,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150397,-8.609136
86984,-8.60851034056206,41.1461909536645,161077817,126179,Vista Studio,2022-04-28,2022-04-22,Apartamento,2,info@flatinporto.com,Rua Rua 31 de Janeiro 139 3 frente,4000-543,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146208,-8.608374
87004,-8.60996998342284,41.1429000151183,161077837,126276,Sta. Clara`s Oporto Downtown,2022-04-30,2022-05-01,Apartamento,4,ruisousa.uni@gmail.com,Travessa Travessa Santa Clara 15 1º,4000-459,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142911,-8.609937
87006,-8.61392003832218,41.1542100097501,161077839,126278,T2 Alvares Cabral 424 3DH,2022-04-30,2022-05-01,Apartamento,4,renato.chainho@hostwise.pt,Rua Rua Álvares Cabral 424 3º D,4050-040,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.154212,-8.613884
87007,-8.63112699989152,41.1601555736743,161077840,126279,Syrius Apartment,2022-04-30,2022-04-21,Apartamento,4,lauratalbuquerque@gmail.com,Rua Rua 5 de Outubro 182 3º B,4100-172,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.16024,-8.630892
87021,-8.62657550045158,41.1597780016384,161077854,89947,Terraço da Boavista,2018-12-22,2018-12-21,Apartamento,4,mdinis74@gmail.com,Rua Rua Dom António Barroso 123 3.º L,4050-060,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.159875,-8.626053
87022,-8.60278037992844,41.1444677779838,161077855,89949,Fontainhas Flat,2018-12-22,2019-01-01,Apartamento,2,marisa.joao.afonso22@gmail.com,Rua Rua Fontaínhas 153 4 Direito,4000-239,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144497,-8.602842
87023,-8.60421707891856,41.150075868311,161077856,89956,Alegria Residence - Penthouse,2018-12-22,2018-12-20,Apartamento,4,alegriaresidence.porto@gmail.com,Rua Rua Alegria 215 4,4000-043,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150083,-8.604333
87040,-8.61227528771564,41.1464853942478,161077873,90067,PORTO CITY CENTER FLORES,2018-12-28,2019-01-15,Apartamento,4,hubert.cattenoz@orange.fr,Rua Rua Almada 55 4.º Dto,4050-036,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146588,-8.612243
87041,-8.60845568077197,41.15743732232,161077874,90072,YOUR OWM JARDIM,2018-12-28,2018-12-18,Apartamento,2,antoniojorgecastro@valormaia.pt,Rua Rua Paraíso 110 RC TRS,4000-374,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157573,-8.60852
87051,-8.61993569914874,41.1609672094024,161077884,90117,T1 Marques Marinho,2018-12-29,2019-03-01,Moradia,4,anateresa89@gmail.com,Rua Rua Marques Marinho 47,4050-355,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.160989,-8.619922
87052,-8.59979221139095,41.1536309399575,161077885,90122,BO Santos Pousada,2018-12-29,2018-12-22,Apartamento,2,jmgreina@outlook.pt,Rua Rua Santos Pousada 547 2º 2.5,4000-478,Bonfim,Porto,Porto,41.153637,-8.599848
87053,-8.6046474644661,41.1570102583184,161077886,90126,Oporto Collection Santa Catarina,2018-12-29,2020-12-24,Apartamento,2,jmgreina@outlook.pt,Rua Rua Santa Catarina 1219 1º 1D,4000-457,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.156984,-8.604794
87054,-8.6046474644661,41.1570102583184,161077887,90131,Oporto Collection Santa Catarina,2018-12-29,2020-12-24,Apartamento,2,jmgreina@outlook.pt,Rua Rua Santa Catarina 1219 3º 3H,4000-457,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.156984,-8.604794
87059,-8.60467702802211,41.1540650785902,161077892,90156,Santa Catarina 2º TR,2019-01-01,2018-12-14,Apartamento,2,bastosmorais@hotmail.com,Rua Rua Santa Catarina 894 2º TRAZ,4000-267,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.154099,-8.604633
87083,-8.62180345562624,41.1526676065186,161077916,90276,Oporto Palace Apartments,2019-01-04,2018-12-19,Apartamento,2,83goncalo@gmail.com,Rua Torrinha 225 1º ESQ,4050-612,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.152654,-8.621833
87101,-8.62842722739116,41.1603865889976,161077934,90351,Oporto Music Hostel,2019-01-08,2018-12-07,EstabelecimentoHospedagemHostel,30,ac@c2a.pt,Avenida Avenida França 162,4050-276,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.160344,-8.628115
87121,-8.60664822640287,41.1609161947365,161077954,90440,Oporto Guest Lux Marquês I,2019-01-11,2019-01-01,Apartamento,2,info@oportoguest.com,Rua Rua João Pedro Ribeiro 704 1º,4000-305,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.16098,-8.60659
87122,-8.61483617887647,41.1495586773751,161077955,90442,Casa do Teatro,2019-01-11,2019-01-02,Apartamento,4,paulalomba@sapo.pt,Rua Rua Oliveiras 104 3º drt,4050-449,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.149556,-8.614791
87143,-8.61321431285182,41.1441946354919,161077976,90565,"Raquel & Joana Pinheiro, Lda",2019-01-18,2019-01-03,Apartamento,2,mercadorcafe@gmail.com,Rua Rua Flores 107 1.º Frt,4050-266,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144233,-8.61324
87144,-8.61321431285182,41.1441946354919,161077977,90567,"Raquel & Joana Pinheiro, Lda",2019-01-18,2019-01-03,Apartamento,2,mercadorcafe@gmail.com,Rua Rua Flores 107 2.º Frt,4050-266,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144233,-8.61324
87145,-8.61926654589024,41.1523686570994,161077978,90569,Classic Comfort at Porto Center,2019-01-18,2017-07-22,Apartamento,4,Geral@Alojamentoideal.pt,Rua Rua Torrinha 65 2 traseiras,4050-609,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.152227,-8.61931
87179,-8.61742916324915,41.1435611883945,161078012,90735,Oporto Wall,2019-01-24,2019-03-01,Apartamento,2,manueljorgeff@gmail.com,Rua Rua Taipas 73 3 dto trás,4050-600,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143569,-8.617467
87186,-8.60616996334562,41.1430699998678,161078019,120406,Casa do Sol,2021-10-12,2021-09-27,Moradia,8,cf@cannatafernandes.com,Rua Rua Sol 43 0-1-2,4000-530,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143083,-8.606179
87187,-8.61146003425597,41.1482200089541,161078020,120408,Liiiving in Porto | Aliados Luxury Apartment II,2021-10-12,2021-09-27,Apartamento,4,afonso.salcedo@liiiving.com,Avenida Avenida Aliados 137 2º 2.5,4000-067,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.148232,-8.611502
87189,-8.61021004021619,41.1525700074691,161078022,120417,Oporto Trindade Residence,2021-10-12,2021-01-08,EstabelecimentoHospedagem,2,sonia_leite88@hotmail.com,Rua Rua Camões 77 5 5.3,4000-144,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.152562,-8.610199
87203,-8.60067001005229,41.1488900155736,161078036,120483,Porto G8 Apartment,2021-10-15,2021-10-15,Apartamento,8,fonseca@aquiacasa.com,Rua Rua Santos Pousada 5 1.º-F,4000-484,Bonfim,Porto,Porto,41.148892,-8.600637
87205,-8.59889002885952,41.1435100072958,161078038,120492,T1 São Vitor 127 RC duplex,2021-10-15,2021-10-01,Apartamento,2,renato.chainho@hostwise.pt,Rua Rua São Vítor 127 RC F,4000-515,Bonfim,Porto,Porto,41.143516,-8.598878
87215,-8.60540000114591,41.1461700050102,161078048,120099,T1 St Ildefonso 68 2T,2021-09-30,2021-10-01,Apartamento,2,renato.chainho@hostwise.pt,Rua Rua Santo Ildefonso 68 2º Esquerdo T,4000-463,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146102,-8.60535
87239,-8.59932002094501,41.1484000101431,161078072,120213,T3 Fernandes Tomas 2º,2021-10-06,2021-10-01,Apartamento,6,renato.chainho@hostwise.pt,Rua Rua Fernandes Tomás 45 2º,4000-214,Bonfim,Porto,Porto,41.148596,-8.598948
87240,-8.60219995866044,41.1464199949149,161078073,120222,T0 São Lázaro 49 2F,2021-10-06,2021-10-01,Apartamento,2,renato.chainho@hostwise.pt,Passeio Passeio São Lázaro 49 2º F,4000-508,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146496,-8.602207
87243,-8.60219995866044,41.1464199949149,161078076,120233,T0 São Lázaro 49 2T,2021-10-06,2021-10-01,Apartamento,2,renato.chainho@hostwise.pt,Passeio Passeio São Lázaro 49 2º Traseiras,4000-508,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146496,-8.602207
87244,-8.61038002572249,41.1468600028647,161078077,120238,Travel and Live Aliados apartments,2021-10-06,2021-09-21,Apartamento,4,geralsambaluso@gmail.com,Rua Rua Sampaio Bruno 25 4 esquerdo,4000-440,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146845,-8.610357
87264,-8.6151700314636,41.1424499907247,161078097,120315,Apartamentos da Capela,2021-10-08,2021-12-01,Apartamento,4,andrepintado@gmail.com,Rua Rua Ferreira Borges 82 3 esq,4050-252,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142445,-8.615165
87267,-8.6151700314636,41.1424499907247,161078100,120324,Apartamentos da Capela,2021-10-08,2021-12-01,Apartamento,4,andrepintado@gmail.com,Rua Rua Ferreira Borges 82 4 dir,4050-252,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142445,-8.615165
87277,-8.60102003590779,41.1525773598867,161078110,120372,ANSELMO BRAANCAMP- D,2021-10-09,2021-09-30,Apartamento,2,mickaelhgpetit@gmail.com,Rua Rua Anselmo Braamcamp 163-187 RCH D,4000-078,Bonfim,Porto,Porto,41.152542,-8.601011
87278,-8.60102003590779,41.1525773598867,161078111,120374,ANSELMO BRAANCAMP- E,2021-10-09,2021-09-30,Apartamento,2,mickaelhgpetit@gmail.com,Rua Rua Anselmo Braamcamp 163-187 RCH E,4000-078,Bonfim,Porto,Porto,41.152542,-8.601011
87290,-8.60825440335112,41.1550733470893,161078123,124979,João das Regras Local Accomodation,2022-04-01,2022-03-31,Apartamento,2,thiago.rosche@bymcapital.com,Rua Rua João das Regras 45 2 19,4000-292,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.155041,-8.608262
87299,-8.60782857405865,41.1574483873263,161078132,125027,PARAISO 2K,2022-04-02,2022-04-18,Apartamento,2,claudia.barbosa@lovelystay.com,Rua Rua Paraíso 57 2º K,4000-377,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157466,-8.607802
87303,-8.61225002798819,41.1462300192881,161078136,125043,Almada 15 4DF,2022-04-02,2022-03-28,Apartamento,4,jorge.frias.bulhosa@gmail.com,Rua Rua Almada 15 4 4.2,4050-036,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.146265,-8.612245
87305,-8.62821001026388,41.1571099812552,161078138,125061,Shiny Charmin Central,2022-04-02,2022-01-01,Apartamento,8,cdgare@gmail.com,Praça Praça Mouzinho de Albuquerque 124 6.º,4100-358,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.157138,-8.62823
87306,-8.58879997731513,41.1475199936951,161078139,125063,Padre António Vieira flat,2022-04-02,2022-03-31,Apartamento,6,oporto.holidayhomes@gmail.com,Rua Rua Padre António Vieira 40 / 48 2D/3D D,4300-030,Campanhã,Porto,Porto,41.147535,-8.588799
87340,-8.61223997045025,41.150300019688,161078173,125202,Apartamento Almada,2022-04-06,2022-04-01,Apartamento,2,juditefmmarques@gmail.com,Rua Rua Doutor Ricardo Jorge 96 2.6,4050-514,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.150371,-8.612233
87350,-8.58898002125762,41.1494399941843,161078183,125254,Feel Corporate Housing Campanhã X,2022-04-07,2022-03-28,Apartamento,2,financial@feelporto.com,Rua Rua Pinto Bessa 245 3º Direito,4300-431,Bonfim,Porto,Porto,41.149454,-8.588962
87352,-8.63284998028457,41.1628300010119,161078185,125263,Rooms by Casa da Música,2022-04-07,2022-04-08,Quartos,4,anateles711@gmail.com,Rua Rua 5 de Outubro 504 1º Apartme 11,4100-173,Ramalde,Porto,Porto,41.16276,-8.632807
87353,-8.61735997141271,41.1430300177419,161078186,125270,YOUROPO TAIPAS K,2022-04-07,2022-03-22,Apartamento,2,admin@youropoapartments.com,Rua Rua Taipas 70 3 Esq/Trasei,4050-029,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.143063,-8.617387
87355,-8.59764003571808,41.1464000041998,161078188,125277,Almond Taste - Duplex,2022-04-07,2022-03-25,Apartamento,2,ej_gray@outlook.com,Rua Rua Duque Saldanha 535 1º,4300-466,Bonfim,Porto,Porto,41.146364,-8.59772
87374,-8.68159996702388,41.1595499951616,161078207,125354,Marechal Flat,2022-04-08,2022-05-31,Apartamento,4,claudia.barbosa@lovelystay.com,Rua Rua Marechal Saldanha 613 Rc Ec,4150-658,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",Porto,Porto,41.159537,-8.681638
87394,-8.61182003680103,41.1446299974457,161078227,125438,RS PORTO HISTORIC CENTER,2022-04-09,2022-03-31,Apartamento,4,rui.sousa@rsportoflats.com,Rua Rua Mouzinho da Silveira 281 2 Frente,4050-421,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.144651,-8.61178
87396,-8.61459997944892,41.1498900193108,161078229,125447,Devesas,2022-04-09,2022-03-23,Apartamento,2,claudia.barbosa@lovelystay.com,Rua Rua da Conceição 67 2º,4050-317,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.149896,-8.614609
87398,-8.61396002053883,41.1421899835966,161078231,125456,Ribeira Cozy Apartment,2022-04-09,2022-03-25,Apartamento,3,oporto.cozyapartments@gmail.com,Rua Rua São João 91 4º Direito,4050-553,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.142171,-8.613946
87400,-8.63063497913569,41.1460850123113,161078233,125463,Porto Boavista Apartment,2022-04-09,2022-03-25,Apartamento,4,porto@feelslikehome.pt,Largo da Saudade 54,4050-015,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.155451,-8.628114
87418,-8.63077998518886,41.1471700082917,161078251,125545,Casa do Campo Rou,2022-04-13,2022-04-28,Apartamento,2,andremayer00@gmail.com,Rua Rua Campo do Rou 10 2º,4050-147,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,41.147165,-8.630776
87419,-8.63173996532564,41.1634099863805,161078252,125547,Charm,2022-04-13,2022-04-28,Apartamento,2,henrique@refinne.com.br,Rua Rua Vitorino Nemésio 8 Cave Dir Tras,4050-637,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.163446,-8.631227
87444,-8.60359001352773,41.1494000132366,161078277,125645,Maria da Graça Cunha,2022-04-15,2022-04-15,Apartamento,4,casadaanaapartments@gmail.com,Rua Rua Fernandes Tomás 424 4 sala 8,4000-210,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,41.149318,-8.603387
87456,-8.59746996756682,41.1424900137941,161078289,125695,The Gallery House,2022-04-16,2022-04-20,Apartamento,2,helderoduarte@gmail.com,Rua Rua São Vítor 33 R/C Frente (B),4000-514,Bonfim,Porto,Porto,41.142429,-8.597495
87457,-8.60199092249046,41.1478398051199,161078290,125697,TAILOR'S APARTMENTS,2022-04-16,2022-04-15,Apartamento,4,infodixos@gmail.com,Rua Rua Oliveirinhas 9 1 traseiras,4000-367,Bonfim,Porto,Porto,41.147898,-8.601818
